index,genre,id,title,popularity,runtime,vote_avg,vote_count,cast,director
156,Drama Action War History,616,The Last Samurai,52.341226,154,7.3,1895,Tom Cruise Ken Watanabe William Atherton Chad Lindberg Billy Connolly,Edward Zwick
157,Adventure Drama Action,147441,Exodus: Gods and Kings,101.599427,150,5.6,1921,Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn,Ridley Scott
158,Science Fiction Action Adventure,13475,Star Trek,73.616808,127,7.4,4518,Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood,J.J. Abrams
159,Fantasy Action,557,Spider-Man,82.502566,121,6.8,5265,Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson,Sam Raimi
160,Fantasy Action Adventure Animation Comedy,82702,How to Train Your Dragon 2,100.21391,102,7.6,3106,Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett,Dean DeBlois
161,Fantasy,205584,Gods of Egypt,56.257249,127,5.3,1277,Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung,Alex Proyas
162,Action,10048,Stealth,17.88953,121,4.9,331,Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh,Rob Cohen
163,Action Mystery Science Fiction,13183,Watchmen,64.798873,163,7,2811,Malin \u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson,Zack Snyder
164,Action Adventure Comedy Crime Thriller,944,Lethal Weapon 4,24.855701,127,6.3,767,Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li,Richard Donner
165,Drama Action Science Fiction,1927,Hulk,34.981698,138,5.3,1533,Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte,Ang Lee
166,Adventure Action Science Fiction Thriller,72559,G.I. Joe: Retaliation,59.325589,110,5.4,3025,Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park,Jon M. Chu
167,Action Adventure Comedy Drama Mystery,7364,Sahara,21.605568,124,5.7,434,Matthew McConaughey Pen\u00e9lope Cruz Steve Zahn William H. Macy Lennie James,Breck Eisner
168,Adventure Action Animation Fantasy Science Fiction,2114,Final Fantasy: The Spirits Within,26.074908,106,5.9,433,Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi,Hironobu Sakaguchi
169,Action Adventure Science Fiction,1771,Captain America: The First Avenger,74.506246,124,6.6,7047,Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan,Joe Johnston
170,Adventure Action Thriller,36643,The World Is Not Enough,39.604363,128,6,862,Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane,Michael Apted
171,Adventure,8619,Master and Commander: The Far Side of the World,36.973031,138,6.9,790,Russell Crowe Paul Bettany James D'Arcy Billy Boyd Joseph Morgan,Peter Weir
172,Adventure Fantasy Drama Romance,50620,The Twilight Saga: Breaking Dawn - Part 2,99.687084,115,6.1,2553,Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser,Bill Condon
173,Animation Comedy Family,65759,Happy Feet Two,17.7735,100,5.8,373,Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez,George Miller
174,Science Fiction Action Adventure,1724,The Incredible Hulk,62.898336,114,6.1,3021,Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson,Louis Leterrier
175,Adventure Family Fantasy,267935,The BFG,44.19092,120,6,1000,Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader,Steven Spielberg
176,Western Drama Adventure Thriller,281957,The Revenant,100.635882,156,7.3,6396,Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson,Alejandro 
177,Animation Family,77950,Turbo,44.765377,96,6.1,1074,Ryan Reynolds Paul Giamatti Michael Pe\u00f1a Samuel L. Jackson Luis Guzm\u00e1n,David Soren
178,Animation Comedy Family Western Adventure,44896,Rango,29.91353,107,6.6,2051,Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina,Gore Verbinski
179,Family Animation Adventure Comedy,270946,Penguins of Madagascar,84.366984,92,6.5,1346,Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich,Eric Darnell
180,Action Drama Mystery Thriller,2503,The Bourne Ultimatum,45.381501,115,7.3,2888,Matt Damon Julia Stiles David Strathairn Scott Glenn Paddy Considine,Paul Greengrass
181,Adventure Animation Family Comedy,9502,Kung Fu Panda,84.689648,90,6.9,3145,Jack Black Dustin Hoffman Angelina Jolie Jackie Chan Lucy Liu,Mark Osborne
182,Science Fiction Action Adventure,102899,Ant-Man,120.09361,117,7,5880,Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale,Peyton Reed
183,Adventure Action Science Fiction,101299,The Hunger Games: Catching Fire,76.310119,146,7.4,6495,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks,Francis Lawrence
184,Fantasy Comedy Animation Science Fiction Family,228161,Home,63.473086,94,6.8,1519,Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones,Tim Johnson
185,Adventure Thriller Science Fiction,74,War of the Worlds,48.572726,116,6.2,2322,Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins,Steven Spielberg
186,Adventure Action Comedy Thriller Crime,8961,Bad Boys II,38.068736,147,6.3,1564,Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare,Michael Bay
187,Action Adventure Animation Family Fantasy,417859,Puss in Boots,20.678787,90,6.4,451,Antonio Banderas Salma Hayek Zach Galifianakis Billy Bob Thornton Amy Sedaris,Chris Miller
188,Action Mystery Thriller,27576,Salt,48.829437,100,6.2,2093,Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl,Phillip Noyce
189,Drama Adventure,86834,Noah,46.115758,139,5.6,2350,Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins,Darren Aronofsky
190,Adventure Animation Mystery,17578,The Adventures of Tintin,89.938296,107,6.7,2061,Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg,Steven Spielberg
191,Adventure Fantasy Family,673,Harry Potter and the Prisoner of Azkaban,79.679601,141,7.7,5877,Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis,Alfonso
192,Drama,6972,Australia,28.840997,165,6.3,694,Nicole Kidman Hugh Jackman Essie Davis David Wenham Bryan Brown,Baz Luhrmann
193,Science Fiction Action Adventure,82700,After Earth,42.840582,100,5,2532,Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower,M. Night Shyamalan
194,Animation Family,10567,Dinosaur,26.548594,82,6.2,542,D. B. Sweeney Alfre Woodard Ossie Davis Max Casella Hayden Panettiere,Ralph Zondag
195,Adventure Comedy Fantasy Family,181533,Night at the Museum: Secret of the Tomb,115.597753,97,6.1,1851,Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson,Shawn Levy
196,Animation Action Comedy Family Science Fiction,38055,Megamind,68.757242,95,6.7,1918,Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross,Tom McGrath
197,Adventure Fantasy Family,671,Harry Potter and the Philosopher's Stone,109.984351,152,7.5,7006,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton,Chris Columbus
198,Fantasy Action Comedy Crime,49524,R.I.P.D.,39.448066,96,5.4,1260,Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker,Robert Schwentke
199,Adventure Fantasy Action,22,Pirates of the Caribbean: The Curse of the Black Pearl,271.972889,143,7.5,6985,Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport,Gore Verbinski
200,Science Fiction Adventure Thriller,131631,The Hunger Games: Mockingjay - Part 1,206.227151,123,6.6,5584,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland,Francis Lawrence
201,Thriller Mystery,591,The Da Vinci Code,45.313197,149,6.5,2704,Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno,Ron Howard
202,Animation Adventure Comedy Family,172385,Rio 2,42.40024,102,6.3,978,Jesse Eisenberg Anne Hathaway Leslie Mann Jamie Foxx Andy Garc\u00eda,Carlos Saldanha
203,Adventure Action Science Fiction Thriller,36658,X2,2.871739,133,6.8,3506,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,Bryan Singer
204,Action Thriller Crime,51497,Fast Five,7.255718,130,7.1,2438,Vin Diesel Paul Walker Jordana Brewster Tyrese Gibson Ludacris,Justin Lin
205,Adventure Action Crime Mystery,58574,Sherlock Holmes: A Game of Shadows,81.499621,129,7,3886,Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly,Guy Ritchie
206,Adventure Fantasy Action,18823,Clash of the Titans,47.686442,106,5.6,2233,Sam Worthington Liam Neeson Ralph Fiennes Gemma Arterton Jason Flemyng,Louis Leterrier
207,Action Adventure Science Fiction,861,Total Recall,43.129703,113,7.1,1710,Arnold Schwarzenegger Sharon Stone Rachel Ticotin Ronny Cox Michael Ironside,Paul Verhoeven
208,Adventure Fantasy Action,1911,The 13th Warrior,27.220157,102,6.4,510,Antonio Banderas Vladimir Kulich Dennis Storh\u00f8i Daniel Southern Clive Russell,John McTiernan
209,Action Thriller,49040,The Bourne Legacy,90.33681,120,6,2651,Jeremy Renner Rachel Weisz Edward Norton Scott Glenn Stacy Keach,Tony Gilroy
210,Action Crime Fantasy,415,Batman & Robin,50.073575,125,4.2,1418,George Clooney Chris O'Donnell Arnold Schwarzenegger Uma Thurman Alicia Silverstone,Joel Schumacher
211,Family Comedy Fantasy,8871,How the Grinch Stole Christmas,45.419668,104,6.2,1386,Jim Carrey Taylor Momsen Jeffrey Tambor Christine Baranski Bill Irwin,Ron Howard
212,Action Adventure Science Fiction Thriller,435,The Day After Tomorrow,41.380094,124,6.2,2392,Dennis Quaid Jake Gyllenhaal Emmy Rossum Dash Mihok Jay O. Sanders,Roland Emmerich
213,Adventure Action Thriller,955,Mission: Impossible II,54.931334,123,5.9,1928,Tom Cruise Dougray Scott Thandie Newton Ving Rhames Richard Roxburgh,John Woo
214,Drama,2133,The Perfect Storm,25.752118,130,6.2,597,George Clooney Mark Wahlberg Diane Lane John C. Reilly William Fichtner,Wolfgang Petersen
215,Adventure Fantasy Action Thriller,1979,4: Rise of the Silver Surfer,60.810723,92,5.4,2589,Ioan Gruffudd Jessica Alba Chris Evans Michael Chiklis Julian McMahon,Tim Story
216,Adventure Drama Action,87827,Life of Pi,51.328145,127,7.2,5797,Suraj Sharma Irrfan Khan Ayush Tandon Gautam Belur Adil Hussain,Ang Lee
217,Thriller Action Fantasy Horror,1250,Ghost Rider,46.834704,114,5.2,1712,Nicolas Cage Eva Mendes Wes Bentley Donal Logue Sam Elliott,Mark Steven Johnson
218,Action Thriller,324668,Jason Bourne,62.641286,123,5.9,2341,Matt Damon Alicia Vikander Tommy Lee Jones Vincent Cassel Julia Stiles,Paul Greengrass
219,Action Adventure Comedy,9471,Charlie's Angels: Full Throttle,33.616115,106,5.2,914,Cameron Diaz Drew Barrymore Lucy Liu Bernie Mac Robert Patrick,McG
220,Science Fiction Adventure Mystery,70981,Prometheus,68.889395,124,6.3,5080,Noomi Rapace Michael Fassbender Guy Pearce Idris Elba Logan Marshall-Green,Ridley Scott
221,Family Adventure Animation Comedy,10996,Stuart Little 2,27.990284,78,5.4,613,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Anna Hoelck,Rob Minkoff
222,Science Fiction Action Drama Thriller,68724,Elysium,67.33767,109,6.4,3439,Matt Damon Jodie Foster Sharlto Copley Alice Braga Diego Luna,Neill Blomkamp
223,Action Science Fiction,2789,The Chronicles of Riddick,27.835436,119,6.3,1570,Vin Diesel Thandie Newton Karl Urban Colm Feore Linus Roache,David Twohy
224,Action Science Fiction,97020,RoboCop,66.757869,102,5.7,2342,Joel Kinnaman Gary Oldman Michael Keaton Abbie Cornish Jackie Earle Haley,Jos\u00e9 Padilha
225,Action Family Science Fiction,7459,Speed Racer,17.060695,135,5.7,354,Emile Hirsch Christina Ricci Matthew Fox Susan Sarandon Scott Porter,Lilly Wachowski
226,Comedy Drama Romance,42888,How Do You Know,11.137655,121,4.9,223,Reese Witherspoon Paul Rudd Owen Wilson Jack Nicholson Kathryn Hahn,James L. Brooks
227,Action Comedy,37834,Knight and Day,44.906918,109,5.9,1547,Tom Cruise Cameron Diaz Peter Sarsgaard Viola Davis Jordi Moll\u00e0,James Mangold
228,Action Science Fiction Adventure Mystery,75612,Oblivion,67.698004,124,6.4,4800,Tom Cruise Morgan Freeman Olga Kurylenko Andrea Riseborough Nikolaj Coster-Waldau,Joseph Kosinski
229,Science Fiction Adventure Action,1895,Star Wars: Episode III - Revenge of the Sith,44.108427,140,7.1,4116,Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson,George Lucas
230,Adventure Action Science Fiction,1894,Star Wars: Episode II - Attack of the Clones,43.987061,142,6.4,3992,Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson,George Lucas
231,Animation Comedy Family,585,"Monsters, Inc.",106.815545,92,7.5,5996,John Goodman Billy Crystal Mary Gibbs Steve Buscemi James Coburn,Pete Docter
232,Action Science Fiction Adventure Fantasy,76170,The Wolverine,15.953444,126,6.3,4053,Hugh Jackman Hiroyuki Sanada Famke Janssen Will Yun Lee Tao Okamoto,James Mangold
233,Adventure Action Science Fiction,1893,Star Wars: Episode I - The Phantom Menace,54.035265,136,6.3,4432,Liam Neeson Ewan McGregor Natalie Portman Jake Lloyd Ian McDiarmid,George Lucas
234,Adventure Animation Comedy Family Fantasy,49519,The Croods,64.183321,98,6.8,2399,Nicolas Cage Emma Stone Ryan Reynolds Catherine Keener Cloris Leachman,Chris Sanders
235,Fantasy Adventure Comedy Family,2395,Astérix aux Jeux Olympiques,20.344364,116,5,471,Clovis Cornillac G\u00e9rard Depardieu Franck Dubosc Jos\u00e9 Garcia St\u00e9phane Rousseau,Thomas Langmann
236,Drama Action History War,12100,Windtalkers,18.714197,134,5.8,341,Nicolas Cage Adam Beach Peter Stormare Noah Emmerich Mark Ruffalo,John Woo
237,Action Adventure Drama,290595,The Huntsman: Winter's War,60.467984,114,6,1523,Chris Hemsworth Charlize Theron Emily Blunt Jessica Chastain Nick Frost,Cedric Nicolas-Troyan
238,Science Fiction Action Adventure Fantasy Comedy,98566,Teenage Mutant Ninja Turtles,143.350376,101,5.8,2636,Megan Fox Will Arnett William Fichtner Alan Ritchson Noel Fisher,Jonathan Liebesman
239,Science Fiction Thriller Drama,49047,Gravity,110.153618,91,7.3,5751,Sandra Bullock George Clooney Ed Harris Orto Ignatiussen Phaldut Sharma,Alfonso
240,Action Adventure Thriller,9619,Dante's Peak,16.90444,108,5.7,428,Pierce Brosnan Linda Hamilton Jamie Ren\u00e9e Smith Jeremy Foley Elizabeth Hoffman,Roger Donaldson
241,Fantasy Action Adventure Comedy,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,39.873791,112,5.8,963,Megan Fox Stephen Amell Will Arnett Laura Linney Pete Ploszek,Dave Green
242,Action Adventure Science Fiction,166424,Fantastic Four,38.126095,100,4.4,2278,Miles Teller Kate Mara Michael B. Jordan Jamie Bell Toby Kebbell,Josh Trank
243,Action Adventure Comedy Family Fantasy,1593,Night at the Museum,48.780039,108,6.3,2862,Ben Stiller Jake Cherry Carla Gugino Robin Williams Dick Van Dyke,Shawn Levy
244,Action Drama Thriller,254128,San Andreas,100.412364,114,6,2968,Dwayne Johnson Alexandra Daddario Carla Gugino Ioan Gruffudd Archie Panjabi,Brad Peyton
245,Adventure Action Thriller,714,Tomorrow Never Dies,42.887121,119,6,925,Pierce Brosnan Jonathan Pryce Michelle Yeoh Teri Hatcher Ricky Jay,Roger Spottiswoode
246,Drama History War Action,2024,The Patriot,23.657284,165,6.8,1099,Mel Gibson Heath Ledger Joely Richardson Jason Isaacs Tch\u00e9ky Karyo,Roland Emmerich
247,Thriller Crime,163,Ocean's Twelve,76.840712,125,6.4,2124,George Clooney Brad Pitt Catherine Zeta-Jones Julia Roberts Andy Garc\u00eda,Steven Soderbergh
248,Action Comedy Drama Thriller,787,Mr. & Mrs. Smith,44.635452,120,6.5,2965,Angelina Jolie Brad Pitt Vince Vaughn Adam Brody Kerry Washington,Doug Liman
249,Adventure Science Fiction Thriller,262500,Insurgent,103.718387,119,6.2,3829,Shailene Woodley Theo James Kate Winslet Ansel Elgort Miles Teller,Robert Schwentke
250,Drama,2567,The Aviator,45.616098,170,7,1489,Leonardo DiCaprio Cate Blanchett Kate Beckinsale John C. Reilly Alec Baldwin,Martin Scorsese
251,Comedy,38745,Gulliver's Travels,22.845143,85,4.9,621,Jack Black Amanda Peet Emily Blunt Jason Segel Chris O'Dowd,Rob Letterman
252,Action Crime Comedy,40805,The Green Hornet,31.703608,119,5.5,1251,Seth Rogen Jay Chou Christoph Waltz Cameron Diaz Edward Furlong,Michel Gondry
253,Action War,53182,300: Rise of an Empire,71.510596,102,6.1,2397,Sullivan Stapleton Eva Green Lena Headey Callan Mulvey David Wenham,Noam Murro
254,Animation Family Adventure Comedy Fantasy,41513,The Smurfs,36.65422,103,5.5,1179,Hank Azaria Neil Patrick Harris Jayma Mays Sof\u00eda Vergara Tim Gunn,Raja Gosnell
255,Animation Family,13700,Home on the Range,19.625972,76,5.7,389,Roseanne Barr Judi Dench Jennifer Tilly Steve Buscemi G. W. Bailey,Will Finn
256,Adventure Science Fiction,262504,Allegiant,86.105615,121,5.9,1998,Shailene Woodley Theo James Zo\u00eb Kravitz Miles Teller Naomi Watts,Robert Schwentke
257,Action Science Fiction Drama,39254,Real Steel,37.195046,127,6.6,2692,Hugh Jackman Dakota Goyo Evangeline Lilly Anthony Mackie Kevin Durand,Shawn Levy
258,Fantasy Family Comedy Animation,77931,The Smurfs 2,32.473628,105,5.5,695,Hank Azaria Neil Patrick Harris Brendan Gleeson Jayma Mays Jonathan Winters,Raja Gosnell
259,Action Adventure Thriller,1639,Speed 2: Cruise Control,23.336875,121,4.1,434,Sandra Bullock Jason Patric Willem Dafoe Temuera Morrison Mike Hagerty,Jan de Bont
260,Science Fiction Action Adventure,80274,Ender's Game,45.94834,114,6.6,2303,Asa Butterfield Harrison Ford Hailee Steinfeld Abigail Breslin Ben Kingsley,Gavin Hood
261,Action Thriller,1571,Live Free or Die Hard,48.93337,128,6.4,2089,Bruce Willis Justin Long Timothy Olyphant Cliff Curtis Maggie Q,Len Wiseman
262,Adventure Fantasy Action,120,The Lord of the Rings: The Fellowship of the Ring,138.049577,178,8,8705,Elijah Wood Ian McKellen Cate Blanchett Orlando Bloom Sean Bean,Peter Jackson
263,Action Adventure Comedy,10204,Around the World in 80 Days,22.643776,120,5.7,672,Jackie Chan Steve Coogan C\u00e9cile de France Robert Fyfe Jim Broadbent,Frank Coraci
264,Drama,8489,Ali,18.866672,157,6.7,447,Will Smith Jamie Foxx Jon Voight Mario Van Peebles Ron Silver,Michael Mann
265,Comedy Fantasy Family,10588,The Cat in the Hat,18.251129,82,4.9,366,Mike Myers Dakota Fanning Spencer Breslin Kelly Preston Alec Baldwin,Bo Welch
266,Action Science Fiction,2048,"I, Robot",95.914473,115,6.7,3793,Will Smith Bridget Moynahan Alan Tudyk James Cromwell Bruce Greenwood,Alex Proyas
267,Drama Action Adventure History War,1495,Kingdom of Heaven,44.490453,144,6.6,1157,Orlando Bloom Eva Green Jeremy Irons Marton Csokas Brendan Gleeson,Ridley Scott
268,Animation Fantasy Family Comedy,10137,Stuart Little,30.475297,84,5.8,959,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Nathan Lane,Rob Minkoff
269,Romance Family Animation Music,10198,The Princess and the Frog,62.479574,97,6.7,1247,Anika Noni Rose Bruno Campos Keith David Michael-Leon Wooley Jennifer Cody,Ron Clements
270,Drama Adventure Science Fiction,286217,The Martian,167.93287,141,7.6,7268,Matt Damon Jessica Chastain Kristen Wiig Jeff Daniels Michael Pe\u00f1a,Ridley Scott
271,Action Thriller Science Fiction Adventure,1635,The Island,37.68056,136,6.5,1770,Ewan McGregor Scarlett Johansson Djimon Hounsou Sean Bean Steve Buscemi,Michael Bay
272,Comedy Romance,24113,Town & Country,1.004579,104,3.7,16,Warren Beatty Diane Keaton Goldie Hawn Garry Shandling Andie MacDowell,Peter Chelsom
273,Action Crime Thriller,9679,Gone in Sixty Seconds,52.995628,118,6.1,1485,Nicolas Cage Angelina Jolie Giovanni Ribisi Delroy Lindo Will Patton,Dominic Sena
274,Action Drama Adventure,98,Gladiator,95.301296,155,7.9,5439,Russell Crowe Joaquin Phoenix Connie Nielsen Oliver Reed Richard Harris,Ridley Scott
275,Action Thriller Science Fiction Mystery,180,Minority Report,65.948959,145,7.1,2608,Tom Cruise Colin Farrell Samantha Morton Max von Sydow Lois Smith,Steven Spielberg
